Order,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Popularity,Artist_Separation,Random,Source_HTML,Processed_Date,Spotify_Track_ID,Spotify_URI,Spotify_Track_Name,Spotify_Artists,Spotify_Album,Spotify_Release_Date,Spotify_Popularity,Preview_URL,Spotify_URL,Match_Confidence
20,Who's Your Mummy,CHINCHILLA,2021-08-13,120,65,81,-8,92,2:59,3,32,43,1391,Sort Your Music.htm,2025-10-25 18:26:12,2YhWnSTpMyuLyHK9QVQpdL,spotify:track:2YhWnSTpMyuLyHK9QVQpdL,Who's Your Mummy,CHINCHILLA,Moon Maintenance For Dummies,2021-08-13,32,,https://open.spotify.com/track/2YhWnSTpMyuLyHK9QVQpdL,playlist
21,Round Town (feat. Ren) - Skit,CHINCHILLA,2021-08-13,180,74,66,-7,75,2:15,25,39,51,8873,Sort Your Music.htm,2025-10-25 18:26:12,77KBPKsDuT0Q6rppVEu7NE,spotify:track:77KBPKsDuT0Q6rppVEu7NE,Round Town (feat. Ren) - Skit,"CHINCHILLA, Ren",Moon Maintenance For Dummies,2021-08-13,39,,https://open.spotify.com/track/77KBPKsDuT0Q6rppVEu7NE,playlist
22,Fingers,CHINCHILLA,2021-08-13,80,65,56,-8,23,2:52,2,20,59,5046,Sort Your Music.htm,2025-10-25 18:26:12,0Ue6TvsygBC6O1IGiawnXc,spotify:track:0Ue6TvsygBC6O1IGiawnXc,Fingers,CHINCHILLA,Moon Maintenance For Dummies,2021-08-13,20,,https://open.spotify.com/track/0Ue6TvsygBC6O1IGiawnXc,playlist
23,Million Dollar Multicolour Bliss,CHINCHILLA,2021-08-13,93,28,80,-13,30,3:31,64,28,68,2156,Sort Your Music.htm,2025-10-25 18:26:12,3PB3H5raUm7II7Q5DuI8Zc,spotify:track:3PB3H5raUm7II7Q5DuI8Zc,Million Dollar Multicolour Bliss,CHINCHILLA,Moon Maintenance For Dummies,2021-08-13,28,,https://open.spotify.com/track/3PB3H5raUm7II7Q5DuI8Zc,playlist
24,Chalk Outlines,Ren,2021-12-15,121,32,69,-8,24,3:54,74,66,4,6470,Sort Your Music.htm,2025-10-25 18:26:12,3EQ5NMRe6yUdjKNpRwiYFp,spotify:track:3EQ5NMRe6yUdjKNpRwiYFp,Chalk Outlines,"Ren, CHINCHILLA",Chalk Outlines,2021-12-15,66,,https://open.spotify.com/track/3EQ5NMRe6yUdjKNpRwiYFp,playlist
25,How to Be Me,Ren,2019-12-24,180,21,45,-10,36,3:48,90,36,36,6281,Sort Your Music.htm,2025-10-25 18:26:12,2UpCyYGaEpKTJF6pZmCWVu,spotify:track:2UpCyYGaEpKTJF6pZmCWVu,How to Be Me,"Ren, CHINCHILLA",How to Be Me,2019-12-24,36,,https://open.spotify.com/track/2UpCyYGaEpKTJF6pZmCWVu,playlist
26,End,Jackie's Boy,2020-09-21,103,68,76,-5,55,2:43,67,38,11,8861,Sort Your Music.htm,2025-10-25 18:26:12,6RqKHririQ7VbG6wRzjZSC,spotify:track:6RqKHririQ7VbG6wRzjZSC,End,"Jackie's Boy, Naïka","The Black Chapter, Vol. 1",2020-09-21,38,,https://open.spotify.com/track/6RqKHririQ7VbG6wRzjZSC,playlist
27,yoyo,piri & tommy,2024-11-08,88,72,76,-7,56,2:37,55,35,12,2292,Sort Your Music.htm,2025-10-25 18:26:12,6DNVY8fSGfbK28aO0qhIbG,spotify:track:6DNVY8fSGfbK28aO0qhIbG,yoyo,"piri & tommy, piri, Tommy Villiers, DJ Marky",about dancing,2024-11-08,35,,https://open.spotify.com/track/6DNVY8fSGfbK28aO0qhIbG,playlist
28,No Better (From The Netflix Film “Ultraman: Rising”),Alicia Creti,2024-06-07,154,59,35,-6,23,3:02,51,31,13,4022,Sort Your Music.htm,2025-10-25 18:26:12,4QppwYvXCur9VbZXKDrFtO,spotify:track:4QppwYvXCur9VbZXKDrFtO,No Better (From The Netflix Film “Ultraman: Rising”),Alicia Creti,No Better (From The Netflix Film “Ultraman: Rising”),2024-06-07,31,,https://open.spotify.com/track/4QppwYvXCur9VbZXKDrFtO,playlist
29,15 MINUTES,Madison Beer,2024-07-19,128,69,62,-8,48,3:09,15,62,46,6002,Sort Your Music.htm,2025-10-25 18:26:12,2Dazu1HgFj1geJOfKKFOpf,spotify:track:2Dazu1HgFj1geJOfKKFOpf,15 MINUTES,Madison Beer,15 MINUTES,2024-07-19,62,,https://open.spotify.com/track/2Dazu1HgFj1geJOfKKFOpf,playlist
30,make you mine,Madison Beer,2024-07-19,123,64,53,-6,49,3:42,22,45,66,4059,Sort Your Music.htm,2025-10-25 18:26:12,3o4MvKnqwaANjHpsM4UMD0,spotify:track:3o4MvKnqwaANjHpsM4UMD0,make you mine,Madison Beer,15 MINUTES,2024-07-19,45,,https://open.spotify.com/track/3o4MvKnqwaANjHpsM4UMD0,playlist
31,Never Been Better,Ben Abraham,2023-11-03,139,51,78,-7,96,3:18,23,39,14,2852,Sort Your Music.htm,2025-10-25 18:26:12,57AzbFp9qe1f2plV0gZB6d,spotify:track:57AzbFp9qe1f2plV0gZB6d,Never Been Better,Ben Abraham,Never Been Better,2023-11-03,39,,https://open.spotify.com/track/57AzbFp9qe1f2plV0gZB6d,playlist
32,OCT 33,Black Pumas,2019-06-21,156,48,62,-8,50,4:50,55,47,15,4791,Sort Your Music.htm,2025-10-25 18:26:12,7arXmmOSx3cbeQ6A5SgIkT,spotify:track:7arXmmOSx3cbeQ6A5SgIkT,OCT 33,Black Pumas,Black Pumas,2019-06-21,47,,https://open.spotify.com/track/7arXmmOSx3cbeQ6A5SgIkT,playlist
33,Glory Box,Portishead,1994-01-01,120,43,51,-10,21,5:09,18,76,16,7248,Sort Your Music.htm,2025-10-25 18:26:12,3Ty7OTBNSigGEpeW2PqcsC,spotify:track:3Ty7OTBNSigGEpeW2PqcsC,Glory Box,Portishead,Dummy,1994-01-01,76,,https://open.spotify.com/track/3Ty7OTBNSigGEpeW2PqcsC,playlist
34,Hi Ren,Ren,2022-12-15,103,66,65,-7,48,8:35,72,67,63,3064,Sort Your Music.htm,2025-10-25 18:26:12,0FLwYQoXvX8q5iRZnFX59u,spotify:track:0FLwYQoXvX8q5iRZnFX59u,Hi Ren,Ren,Hi Ren,2022-12-15,67,,https://open.spotify.com/track/0FLwYQoXvX8q5iRZnFX59u,playlist
35,How It’s Done,HUNTR/X,2025-06-20,160,86,60,-3,61,2:56,1,93,5,3041,Sort Your Music.htm,2025-10-25 18:26:12,3RXUgPNIbUgFxsDWuBQEt6,spotify:track:3RXUgPNIbUgFxsDWuBQEt6,How It’s Done,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,93,,https://open.spotify.com/track/3RXUgPNIbUgFxsDWuBQEt6,playlist
36,Golden,HUNTR/X,2025-06-20,123,69,65,-4,10,3:15,10,99,37,9450,Sort Your Music.htm,2025-10-25 18:26:12,1CPZ5BxNNd0n0nF4Orb9JS,spotify:track:1CPZ5BxNNd0n0nF4Orb9JS,Golden,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,99,,https://open.spotify.com/track/1CPZ5BxNNd0n0nF4Orb9JS,playlist
37,Your Idol,Saja Boys,2025-06-20,90,84,68,-4,36,3:12,13,94,19,3283,Sort Your Music.htm,2025-10-25 18:26:12,1I37Zz2g3hk9eWxaNkj031,spotify:track:1I37Zz2g3hk9eWxaNkj031,Your Idol,"Saja Boys, Andrew Choi, Neckwav, Danny Chung, KEVIN WOO, samUIL Lee, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,94,,https://open.spotify.com/track/1I37Zz2g3hk9eWxaNkj031,playlist
38,What It Sounds Like,HUNTR/X,2025-06-20,121,71,51,-4,35,4:10,5,93,64,2644,Sort Your Music.htm,2025-10-25 18:26:12,5sBDrrtLGbV64QJnEqfjer,spotify:track:5sBDrrtLGbV64QJnEqfjer,What It Sounds Like,"HUNTR/X, EJAE, AUDREY NUNA, REI AMI, KPop Demon Hunters Cast",KPop Demon Hunters (Soundtrack from the Netflix Film),2025-06-20,93,,https://open.spotify.com/track/5sBDrrtLGbV64QJnEqfjer,playlist
39,Hold On Tight,aespa,2023-03-30,120,82,59,-6,27,2:30,9,69,20,3093,Sort Your Music.htm,2025-10-25 18:26:12,1o844wI52S3TjXGBwvGcc7,spotify:track:1o844wI52S3TjXGBwvGcc7,Hold On Tight,aespa,Hold On Tight,2023-03-30,69,,https://open.spotify.com/track/1o844wI52S3TjXGBwvGcc7,playlist
40,Devil That I Know,Jacob Banks,2020-10-14,87,6,44,-14,7,2:51,98,0,7,6782,Sort Your Music.htm,2025-10-25 18:26:12,7bkxJOCyc7dQyQQrOcwXdF,spotify:track:7bkxJOCyc7dQyQQrOcwXdF,Devil That I Know,Jacob Banks,Devil That I Know,2020-10-14,0,,https://open.spotify.com/track/7bkxJOCyc7dQyQQrOcwXdF,playlist
41,Like The End,James Blake,2024-11-13,145,55,48,-8,4,5:20,32,40,21,1431,Sort Your Music.htm,2025-10-25 18:26:12,08MCWw0tB5BAPKJuSgQMqZ,spotify:track:08MCWw0tB5BAPKJuSgQMqZ,Like The End,James Blake,Like The End,2024-11-13,40,,https://open.spotify.com/track/08MCWw0tB5BAPKJuSgQMqZ,playlist
42,shewasn'tlookingforme,FOX GUNN,2025-08-29,94,69,78,-7,81,2:47,35,35,24,4954,Sort Your Music.htm,2025-10-25 18:26:12,6Wepp2A6eBcP8XugoKe2o4,spotify:track:6Wepp2A6eBcP8XugoKe2o4,shewasn'tlookingforme,FOX GUNN,shewasn'tlookingforme,2025-08-29,35,,https://open.spotify.com/track/6Wepp2A6eBcP8XugoKe2o4,playlist
43,Eurydice (From the Netflix Series 'KAOS'),Killian Scott,2024-08-30,145,73,49,-7,33,3:43,35,51,26,8843,Sort Your Music.htm,2025-10-25 18:26:12,1Jw9zIXtASQdqIu362YwR2,spotify:track:1Jw9zIXtASQdqIu362YwR2,Eurydice (From the Netflix Series 'KAOS'),Killian Scott,Eurydice (From the Netflix Series 'KAOS'),2024-08-30,51,,https://open.spotify.com/track/1Jw9zIXtASQdqIu362YwR2,playlist
44,Rain,Steve Conte,1998-05-21,72,18,49,-9,7,3:23,59,46,27,5255,Sort Your Music.htm,2025-10-25 18:26:12,2yqi7I6TrxSed1eJEoE1Ds,spotify:track:2yqi7I6TrxSed1eJEoE1Ds,Rain,Steve Conte,COWBOY BEBOP (Original Motion Picture Soundtrack),1998-05-21,46,,https://open.spotify.com/track/2yqi7I6TrxSed1eJEoE1Ds,playlist
45,Take Me to the Beach (feat. Ado),Imagine Dragons,2024-12-16,105,70,79,-5,90,2:47,3,72,28,3832,Sort Your Music.htm,2025-10-25 18:26:12,4n7nwDqrdx3qmJvEACOMrN,spotify:track:4n7nwDqrdx3qmJvEACOMrN,Take Me to the Beach (feat. Ado),"Imagine Dragons, Ado",Take Me to the Beach (feat. Ado),2024-12-16,72,,https://open.spotify.com/track/4n7nwDqrdx3qmJvEACOMrN,playlist
46,God Gave Me Feet For Dancing - feat. Yazmin Lacey,Ezra Collective,2024-06-18,118,66,67,-9,47,3:59,49,1,29,6344,Sort Your Music.htm,2025-10-25 18:26:12,3t5jf0Qgk9oJU6kOOHU7cZ,spotify:track:3t5jf0Qgk9oJU6kOOHU7cZ,God Gave Me Feet For Dancing - feat. Yazmin Lacey,"Ezra Collective, Yazmin Lacey",God Gave Me Feet For Dancing (feat. Yazmin Lacey),2024-06-18,1,,https://open.spotify.com/track/3t5jf0Qgk9oJU6kOOHU7cZ,playlist
47,Orange Wine,Jasmin Savoy,2022-01-28,142,42,78,-11,62,3:05,65,20,30,7287,Sort Your Music.htm,2025-10-25 18:26:12,7CeJxDwwLTGrYdkPB1RBQF,spotify:track:7CeJxDwwLTGrYdkPB1RBQF,Orange Wine,Jasmin Savoy,Orange Wine,2022-01-28,20,,https://open.spotify.com/track/7CeJxDwwLTGrYdkPB1RBQF,playlist
48,A Sadness Runs Through Him,The Hoosiers,2007-10-22,113,51,39,-5,69,3:12,45,40,31,6701,Sort Your Music.htm,2025-10-25 18:26:12,6sNqMaOltCWGmPjQXXFjpR,spotify:track:6sNqMaOltCWGmPjQXXFjpR,A Sadness Runs Through Him,The Hoosiers,The Trick To Life,2007-10-22,40,,https://open.spotify.com/track/6sNqMaOltCWGmPjQXXFjpR,playlist
49,Toxic Las Vegas - Jamieson Shaw Remix (From The Original Motion Picture Soundtrack ELVIS) DELUXE EDITION,Elvis Presley,2023-01-06,144,91,61,-5,71,2:52,2,39,32,4866,Sort Your Music.htm,2025-10-25 18:26:12,7JRTxurpdtXfdWRy8rlHrZ,spotify:track:7JRTxurpdtXfdWRy8rlHrZ,Toxic Las Vegas - Jamieson Shaw Remix (From The Original Motion Picture Soundtrack ELVIS) DELUXE EDITION,"Elvis Presley, Britney Spears, Jamieson Shaw",Toxic Las Vegas [Jamieson Shaw Remix (From The Original Motion Picture Soundtrack ELVIS) DELUXE EDITION],2023-01-06,39,,https://open.spotify.com/track/7JRTxurpdtXfdWRy8rlHrZ,playlist
50,Nerdy,PURPLE KISS,2022-07-25,136,80,73,-2,73,2:58,2,44,33,5269,Sort Your Music.htm,2025-10-25 18:26:12,6KExHY2Eo0DphK63s2dfYi,spotify:track:6KExHY2Eo0DphK63s2dfYi,Nerdy,PURPLE KISS,Geekyland,2022-07-25,44,,https://open.spotify.com/track/6KExHY2Eo0DphK63s2dfYi,playlist
51,Pink Venom,BLACKPINK,2022-08-19,90,70,80,-7,75,3:07,2,64,8,7903,Sort Your Music.htm,2025-10-25 18:26:12,0skYUMpS0AcbpjcGsAbRGj,spotify:track:0skYUMpS0AcbpjcGsAbRGj,Pink Venom,BLACKPINK,Pink Venom,2022-08-19,64,,https://open.spotify.com/track/0skYUMpS0AcbpjcGsAbRGj,playlist
52,Shut Down,BLACKPINK,2022-09-16,110,70,81,-5,62,2:56,0,67,61,101,Sort Your Music.htm,2025-10-25 18:26:12,0ARKW62l9uWIDYMZTUmJHF,spotify:track:0ARKW62l9uWIDYMZTUmJHF,Shut Down,BLACKPINK,BORN PINK,2022-09-16,67,,https://open.spotify.com/track/0ARKW62l9uWIDYMZTUmJHF,playlist
53,Cheshire,ITZY,2022-11-30,99,84,79,-3,74,3:02,33,58,38,1771,Sort Your Music.htm,2025-10-25 18:26:12,7ixVW7RobslvMrvlzHYLha,spotify:track:7ixVW7RobslvMrvlzHYLha,Cheshire,ITZY,CHESHIRE,2022-11-30,58,,https://open.spotify.com/track/7ixVW7RobslvMrvlzHYLha,playlist
54,Toxic (Freestyle),Songer,2023-12-21,143,94,83,-2,93,2:16,26,58,39,3241,Sort Your Music.htm,2025-10-25 18:26:12,3KTRve0Kx6ytMtlEWkWcgt,spotify:track:3KTRve0Kx6ytMtlEWkWcgt,Toxic (Freestyle),"Songer, BL@CKBOX",Toxic (Freestyle),2023-12-21,58,,https://open.spotify.com/track/3KTRve0Kx6ytMtlEWkWcgt,playlist
55,Vegas Rehearsal/That's All Right,Austin Butler,2022-06-24,141,82,41,-9,35,3:59,1,39,40,4659,Sort Your Music.htm,2025-10-25 18:26:12,19IEpm6mKchqoetomtig3e,spotify:track:19IEpm6mKchqoetomtig3e,Vegas Rehearsal/That's All Right,"Austin Butler, Elvis Presley",ELVIS (Original Motion Picture Soundtrack),2022-06-24,39,,https://open.spotify.com/track/19IEpm6mKchqoetomtig3e,playlist
56,Spin The Wheel (from the series Arcane League of Legends),Arcane,2024-11-23,112,43,45,-8,52,2:36,52,60,41,3626,Sort Your Music.htm,2025-10-25 18:26:12,3r1Fg9teKc6ZkZVtjJwCtV,spotify:track:3r1Fg9teKc6ZkZVtjJwCtV,Spin The Wheel (from the series Arcane League of Legends),"Arcane, League of Legends",Arcane League of Legends: Season 2 (Soundtrack from the Animated Series),2024-11-23,60,,https://open.spotify.com/track/3r1Fg9teKc6ZkZVtjJwCtV,playlist
57,Have A Baby (With Me),Daniel Caesar,2025-07-25,131,34,64,-12,46,3:46,81,70,42,7293,Sort Your Music.htm,2025-10-25 18:26:12,1V0rl8HIvcfn1ztxPuYMFc,spotify:track:1V0rl8HIvcfn1ztxPuYMFc,Have A Baby (With Me),Daniel Caesar,Have A Baby (With Me),2025-07-25,70,,https://open.spotify.com/track/1V0rl8HIvcfn1ztxPuYMFc,playlist
58,Hum For Your Buzz,The Kills,2016-06-03,135,40,51,-8,19,3:18,95,23,44,2042,Sort Your Music.htm,2025-10-25 18:26:12,1XtuKgH21Off09mbBPVUc0,spotify:track:1XtuKgH21Off09mbBPVUc0,Hum For Your Buzz,The Kills,Ash & Ice,2016-06-03,23,,https://open.spotify.com/track/1XtuKgH21Off09mbBPVUc0,playlist
59,Devil That I Know,Jacob Banks,2021-03-12,83,7,51,-14,8,2:51,98,45,62,398,Sort Your Music.htm,2025-10-25 18:26:12,7bkxJOCyc7dQyQQrOcwXdF,spotify:track:7bkxJOCyc7dQyQQrOcwXdF,Devil That I Know,Jacob Banks,Devil That I Know,2020-10-14,0,,https://open.spotify.com/track/7bkxJOCyc7dQyQQrOcwXdF,playlist
60,The Line (from the series Arcane League of Legends),Twenty One Pilots,2024-11-22,143,47,56,-10,32,3:12,26,68,47,4285,Sort Your Music.htm,2025-10-25 18:26:12,3qrTll9OQ9wcejTxPFY0qg,spotify:track:3qrTll9OQ9wcejTxPFY0qg,The Line (from the series Arcane League of Legends),"Twenty One Pilots, Arcane, League of Legends",The Line (from the series Arcane League of Legends),2024-11-22,68,,https://open.spotify.com/track/3qrTll9OQ9wcejTxPFY0qg,playlist
61,Exit Music (For A Film),Radiohead,1997-05-28,122,28,29,-11,20,4:27,22,79,48,2114,Sort Your Music.htm,2025-10-25 18:26:12,0z1o5L7HJx562xZSATcIpY,spotify:track:0z1o5L7HJx562xZSATcIpY,Exit Music (For A Film),Radiohead,OK Computer,1997-05-28,79,,https://open.spotify.com/track/0z1o5L7HJx562xZSATcIpY,playlist
62,The Windmills Of Your Mind,Mel Tormé,1969-01-01,134,29,45,-13,33,3:58,87,47,49,2008,Sort Your Music.htm,2025-10-25 18:26:12,3ZZYsIaMP7KOC9XDWAGTEz,spotify:track:3ZZYsIaMP7KOC9XDWAGTEz,The Windmills Of Your Mind,Mel Tormé,A Time For Us,1969-01-01,47,,https://open.spotify.com/track/3ZZYsIaMP7KOC9XDWAGTEz,playlist
63,gracias a la vida,Kacey Musgraves,2021-09-10,108,32,45,-10,35,4:32,93,32,50,87,Sort Your Music.htm,2025-10-25 18:26:12,0ROvxmZFJNRm0PyYcFKHbm,spotify:track:0ROvxmZFJNRm0PyYcFKHbm,gracias a la vida,Kacey Musgraves,star-crossed,2021-09-10,32,,https://open.spotify.com/track/0ROvxmZFJNRm0PyYcFKHbm,playlist
64,Elegantly Wasted [Feat. Leon Bridges],Hermanos Gutiérrez,2025-07-17,137,78,60,-4,87,3:33,18,65,53,9380,Sort Your Music.htm,2025-10-25 18:26:12,4cKkrTYbkWnu96lWNRFcRq,spotify:track:4cKkrTYbkWnu96lWNRFcRq,Elegantly Wasted [Feat. Leon Bridges],"Hermanos Gutiérrez, Leon Bridges",Elegantly Wasted [Feat. Leon Bridges],2025-07-17,65,,https://open.spotify.com/track/4cKkrTYbkWnu96lWNRFcRq,playlist
65,What's All the Fuss About?,Stereophonics,2017-10-27,132,67,46,-5,30,5:45,30,31,54,113,Sort Your Music.htm,2025-10-25 18:26:12,347bEE1OU6PJzz6SskFc6I,spotify:track:347bEE1OU6PJzz6SskFc6I,What's All the Fuss About?,Stereophonics,Scream Above the Sounds (Deluxe Edition),2017-10-27,31,,https://open.spotify.com/track/347bEE1OU6PJzz6SskFc6I,playlist
