Order,Title,Artist,Release,BPM,Energy,Dance,Loud,Valence,Length,Acoustic,Popularity,Artist_Separation,Random,Source_HTML,Processed_Date,Spotify_Track_ID,Spotify_URI,Spotify_Track_Name,Spotify_Artists,Spotify_Album,Spotify_Release_Date,Spotify_Popularity,Preview_URL,Spotify_URL,Match_Confidence
137,Back At Your Door,Orville Peck,2024-08-02,135,43,45,-9,35,3:32,65,41,113,8415,Sort Your Music.htm,2025-10-19 18:05:08,4JL5loZbBLCyLsLPgjLmEb,spotify:track:4JL5loZbBLCyLsLPgjLmEb,Back At Your Door,"Orville Peck, Debbii Dawson",Stampede,2024-08-02,41,,https://open.spotify.com/track/4JL5loZbBLCyLsLPgjLmEb,high
138,Don't Cry,Nia Smith,2025-02-21,95,68,45,-5,54,3:17,18,42,114,1667,Sort Your Music.htm,2025-10-19 18:05:08,3Qv9t3vmnx4xMTBpnF0HK2,spotify:track:3Qv9t3vmnx4xMTBpnF0HK2,Don't Cry,Nia Smith,Give Up The Fear (+3),2025-02-21,42,,https://open.spotify.com/track/3Qv9t3vmnx4xMTBpnF0HK2,high
139,lavender salt,Emma Bale,2024-11-22,160,22,68,-12,51,4:02,85,47,115,6359,Sort Your Music.htm,2025-10-19 18:05:08,11Rog2AXemiY23BE8U5syG,spotify:track:11Rog2AXemiY23BE8U5syG,lavender salt,Emma Bale,333,2024-11-22,47,,https://open.spotify.com/track/11Rog2AXemiY23BE8U5syG,high
140,On My Way There,Lydia von Hof,2025-03-14,88,74,55,-7,68,3:00,18,45,120,5599,Sort Your Music.htm,2025-10-19 18:05:08,5i0TsXAQ1zOEd4FXj3VmHc,spotify:track:5i0TsXAQ1zOEd4FXj3VmHc,On My Way There,Lydia von Hof,On My Way There,2025-03-14,45,,https://open.spotify.com/track/5i0TsXAQ1zOEd4FXj3VmHc,high
141,R.L.M,MRCY,2024-05-10,84,68,48,-5,56,3:45,19,40,121,4005,Sort Your Music.htm,2025-10-19 18:05:08,6zEqtQ5IOVTV7Q55NQ6YQm,spotify:track:6zEqtQ5IOVTV7Q55NQ6YQm,R.L.M,MRCY,VOLUME 1,2024-05-10,40,,https://open.spotify.com/track/6zEqtQ5IOVTV7Q55NQ6YQm,high
142,Canopy,Charlotte Day Wilson,2024-05-03,164,29,67,-12,54,2:32,85,30,122,3408,Sort Your Music.htm,2025-10-19 18:05:08,074nW5eagzARw8dicGjJhP,spotify:track:074nW5eagzARw8dicGjJhP,Canopy,Charlotte Day Wilson,Cyan Blue,2024-05-03,30,,https://open.spotify.com/track/074nW5eagzARw8dicGjJhP,high
143,Ain't I Good For You,Yazmin Lacey,2025-06-10,109,81,76,-6,94,2:42,29,55,124,4526,Sort Your Music.htm,2025-10-19 18:05:08,77WEFz4sR98WRO01patyZm,spotify:track:77WEFz4sR98WRO01patyZm,Ain't I Good For You,Yazmin Lacey,Ain't I Good For You,2025-06-10,55,,https://open.spotify.com/track/77WEFz4sR98WRO01patyZm,high
144,Thinking About You - Extended Play,Iz Divine,2025-08-25,140,62,52,-6,52,3:33,20,30,125,1861,Sort Your Music.htm,2025-10-19 18:05:08,48YAiSKcJgoDEKimwYX9lx,spotify:track:48YAiSKcJgoDEKimwYX9lx,Thinking About You - Extended Play,Iz Divine,Thinking About You,2025-08-25,30,,https://open.spotify.com/track/48YAiSKcJgoDEKimwYX9lx,high
145,I Don’t Want To!,Min Taka,2024-10-11,163,83,59,-7,58,3:00,1,29,126,5175,Sort Your Music.htm,2025-10-19 18:05:08,2XFcfeNnmjYxbKT0lT0cyh,spotify:track:2XFcfeNnmjYxbKT0lT0cyh,I Don’t Want To!,Min Taka,I Don’t Want To!,2024-10-11,29,,https://open.spotify.com/track/2XFcfeNnmjYxbKT0lT0cyh,high
146,What You Don't Do,Lianne La Havas,2015-07-31,114,73,48,-5,62,3:41,45,54,128,212,Sort Your Music.htm,2025-10-19 18:05:08,4mityPmJpqtHea3y9qZLg6,spotify:track:4mityPmJpqtHea3y9qZLg6,What You Don't Do,Lianne La Havas,Blood,2015-07-31,54,,https://open.spotify.com/track/4mityPmJpqtHea3y9qZLg6,high
147,Let There Be Nothing,Ella Thompson,2024-11-15,168,62,45,-6,62,3:27,10,30,129,714,Sort Your Music.htm,2025-10-19 18:05:08,38NfZoLsJE6wOobasyhWls,spotify:track:38NfZoLsJE6wOobasyhWls,Let There Be Nothing,Ella Thompson,Ripple On The Wing,2024-11-15,30,,https://open.spotify.com/track/38NfZoLsJE6wOobasyhWls,high
148,Day Old Thoughts,Arny Margret,2025-03-07,84,51,67,-10,58,3:41,41,33,134,4476,Sort Your Music.htm,2025-10-19 18:05:08,1NDEpNdV83hbpujfkWvu2K,spotify:track:1NDEpNdV83hbpujfkWvu2K,Day Old Thoughts,Arny Margret,"I Miss You, I Do",2025-03-07,33,,https://open.spotify.com/track/1NDEpNdV83hbpujfkWvu2K,high
149,IM GØØD,Ben L'Oncle Soul,2025-03-21,83,75,79,-8,89,3:33,56,28,136,9523,Sort Your Music.htm,2025-10-19 18:05:08,4xVNMOFljfEGvIaNxjau6l,spotify:track:4xVNMOFljfEGvIaNxjau6l,IM GØØD,"Ben L'Oncle Soul, Adi Oasis",SAD GENERATION,2025-03-21,28,,https://open.spotify.com/track/4xVNMOFljfEGvIaNxjau6l,high
150,SHELL ( OF A MAN ),Saya Gray,2025-02-21,93,43,68,-11,48,3:39,65,48,137,7590,Sort Your Music.htm,2025-10-19 18:05:08,6dRl26fre0x2OcUCtObfmP,spotify:track:6dRl26fre0x2OcUCtObfmP,SHELL ( OF A MAN ),Saya Gray,SHELL ( OF A MAN ),2024-10-10,36,,https://open.spotify.com/track/6dRl26fre0x2OcUCtObfmP,high
151,Humanity,Lava La Rue,2024-07-19,88,66,57,-7,51,3:20,52,29,138,3342,Sort Your Music.htm,2025-10-19 18:05:08,582wDszLo3ASfJVxMRQr93,spotify:track:582wDszLo3ASfJVxMRQr93,Humanity,Lava La Rue,STARFACE,2024-07-19,29,,https://open.spotify.com/track/582wDszLo3ASfJVxMRQr93,high
152,Silver Linings,Roufaida,2025-04-18,95,50,71,-11,62,3:30,36,26,139,5459,Sort Your Music.htm,2025-10-19 18:05:08,2OzoNFMwzEBD2oEEHGTkBT,spotify:track:2OzoNFMwzEBD2oEEHGTkBT,Silver Linings,Roufaida,Silver Linings,2025-04-18,26,,https://open.spotify.com/track/2OzoNFMwzEBD2oEEHGTkBT,high
153,Come And Get It,NNAVY,2023-03-24,100,62,89,-8,57,2:26,12,31,140,1077,Sort Your Music.htm,2025-10-19 18:05:08,5EgtpehGDHJyNQQVesb2fw,spotify:track:5EgtpehGDHJyNQQVesb2fw,Come And Get It,NNAVY,Come And Get It,2023-03-24,31,,https://open.spotify.com/track/5EgtpehGDHJyNQQVesb2fw,high
154,You You You,Maisie Peters,2025-10-09,125,32,56,-10,31,2:47,78,67,8,8784,Sort Your Music.htm,2025-10-19 18:05:08,0kHP8fxSPNPP40kRHtnfLB,spotify:track:0kHP8fxSPNPP40kRHtnfLB,You You You,Maisie Peters,You You You / Audrey Hepburn,2025-10-09,67,,https://open.spotify.com/track/0kHP8fxSPNPP40kRHtnfLB,high
155,Audrey Hepburn,Maisie Peters,2025-10-09,98,37,51,-9,20,3:07,79,64,151,3645,Sort Your Music.htm,2025-10-19 18:05:08,7hoPbfGuOZe6FKBlwB2d21,spotify:track:7hoPbfGuOZe6FKBlwB2d21,Audrey Hepburn,Maisie Peters,You You You / Audrey Hepburn,2025-10-09,64,,https://open.spotify.com/track/7hoPbfGuOZe6FKBlwB2d21,high
156,The Wandering,Patrick Watson,2025-09-26,84,31,54,-13,46,3:20,77,52,141,9760,Sort Your Music.htm,2025-10-19 18:05:08,022JwO4FjaJmEtZ5CeYQeJ,spotify:track:022JwO4FjaJmEtZ5CeYQeJ,The Wandering,"Patrick Watson, MARO",Uh Oh,2025-09-26,52,,https://open.spotify.com/track/022JwO4FjaJmEtZ5CeYQeJ,high
157,Cheap Smell,Kovacs,2018-08-17,114,79,36,-5,42,3:48,9,40,142,6639,Sort Your Music.htm,2025-10-19 18:05:08,5ybY2qFdy0B2w9TJuzvhQj,spotify:track:5ybY2qFdy0B2w9TJuzvhQj,Cheap Smell,Kovacs,Cheap Smell,2018-08-17,40,,https://open.spotify.com/track/5ybY2qFdy0B2w9TJuzvhQj,high
158,bittersweet,Madison Beer,2025-10-10,110,62,63,-7,18,3:23,74,75,9,1296,Sort Your Music.htm,2025-10-19 18:05:08,3A02hWQ2ebOFDWSbAMNnpw,spotify:track:3A02hWQ2ebOFDWSbAMNnpw,bittersweet,Madison Beer,bittersweet,2025-10-10,75,,https://open.spotify.com/track/3A02hWQ2ebOFDWSbAMNnpw,high
159,yes baby,Madison Beer,2025-10-10,134,87,55,-6,46,2:55,0,58,152,5662,Sort Your Music.htm,2025-10-19 18:05:08,2Nh1wIvPLDk4wK356m0nQA,spotify:track:2Nh1wIvPLDk4wK356m0nQA,yes baby,Madison Beer,yes baby,2025-09-19,76,,https://open.spotify.com/track/2Nh1wIvPLDk4wK356m0nQA,high
160,Die On This Hill,SIENNA SPIRO,2025-10-10,82,43,53,-5,21,3:37,75,71,144,1613,Sort Your Music.htm,2025-10-19 18:05:08,0l72HGRQkAR0imHxvpLi8a,spotify:track:0l72HGRQkAR0imHxvpLi8a,Die On This Hill,SIENNA SPIRO,Die On This Hill,2025-10-10,71,,https://open.spotify.com/track/0l72HGRQkAR0imHxvpLi8a,high
